Cite Number,Issue Date,Violat,Sublocatio,Street,Meter #,Is Wa,Due
M201306801,02/02/2018,PT2,800E,MARKET ST,,NO,50.00
M201610221,02/22/2018,X,300E,CHESTNUT ST,1377,NO,0.00
M200007017,02/09/2018,X,2300,ARTHUR ST,4378,NO,0.00
M200007574,03/05/2018,78,W300,LEE ST,,NO,70.00
M200409302,03/03/2018,X,1900,4TH ST,4233,NO,0.00
M200303632,02/08/2018,BT,100N,BROOK ST,,NO,0.00
M200209353,03/23/2018,X,500S,FLOYD ST,FL505A,NO,15.00
M202401562,01/11/2018,X,W300,BRANDEIS AVE,4252,NO,0.00
M202705437,01/12/2018,X,S500,4TH ST,2079,NO,0.00
M200506734,01/26/2018,X,100,5TH ST,66,NO,0.00
M200007760,03/12/2018,78,W300,BLOOM ST,,NO,45.00
M201707589,03/13/2018,X,300W,MUHAMMAD ALI BLVD,2269,NO,0.00
M200610351,02/15/2018,X,600,1ST ST,1009,YES,0.00
M201306300,01/17/2018,NPG,300S,6TH ST,,NO,0.00
M201306677,01/30/2018,X,3-1900S,3RD ST,4207,NO,0.00
M200006790,02/01/2018,97,S1800,3RD ST,,NO,0.00
M200408537,01/29/2018,PT2,300,STANSBURY PARK,,NO,0.00
M202705448,01/12/2018,X,S600,4TH ST,,NO,0.00
M201609423,01/23/2018,X,400W,LIBERTY ST,2246,NO,0.00
M200208924,03/09/2018,X,500S,FLOYD ST,FL505A,NO,0.00
M200506736,01/26/2018,X,400,MAIN ST,2649,NO,0.00
M200006750,01/30/2018,X,W400,MAIN ST,2653,NO,0.00
M200507144,02/24/2018,X,1600E,BARDSTOWN RD,2371,NO,0.00
M201405247,02/20/2018,X,500E,CHESTNUT ST,1420,NO,0.00
M202803409,03/12/2018,X,400 W,LIBERTY ST,2240,NO,0.00
M200303527,01/18/2018,BT,200 W,GAULBERT AVE,,NO,0.00
M201108737,01/25/2018,X,600,JEFFERSON ST,416,NO,0.00
M201405137,02/13/2018,X,600S,FLOYD ST,1501,NO,50.00
M200303794,03/20/2018,BT,300,6TH ST,,NO,0.00
M202803316,02/17/2018,X,1900,4TH ST,4245,NO,0.00
M201609514,01/27/2018,X,200E,CHESTNUT ST,1160,NO,0.00
M200506434,01/13/2018,PT2,2000s,STANSBURY PARK,,NO,0.00
M202900013,02/02/2018,PFH,W600,JEFFERSON ST,,NO,0.00
M200507337,03/17/2018,NSR,1700S,BARDSTOWN RD,,NO,0.00
M200209249,03/21/2018,NPP,600S,PRESTON ST,,NO,15.00
M200408987,02/21/2018,PT2,1700,2ND ST,,NO,0.00
M200007226,02/19/2018,78,S1700,2ND ST,,NO,0.00
M201609552,01/31/2018,NP,500S,FLOYD ST,,NO,0.00
M200611043,03/14/2018,X,300,LIBRARY LOT,3,NO,0.00
M200706205,01/30/2018,HO,W600,MAIN ST,,NO,0.00
M202706141,03/17/2018,X,S2400,4TH ST,4486,NO,25.00
M202803519,03/15/2018,X,200 W,MUHAMMAD ALI BLVD,2386,NO,0.00
M200006381,01/12/2018,X,W300,CARDINAL BLVD,4301,YES,0.00
M201611064,03/24/2018,X,100E,MARKET ST,2526,NO,15.00
M201306538,01/24/2018,X,MA109AE,MAIN ST,3194,NO,-15.00
M200007991,03/23/2018,X,E200,CHESTNUT ST,1481,NO,15.00
M200408432,01/25/2018,PT2,300,STANSBURY PARK,,NO,0.00
M201108861,02/06/2018,PT2,2000,STANSBURY PARK,,NO,0.00
M200409564,03/20/2018,PT2,2000,STANSBURY PARK,,NO,0.00
M201611044,03/22/2018,X,300S,3RD ST,2330,NO,15.00
M201707331,02/10/2018,X,100S,3RD ST,2557,NO,50.00
M200609870,01/30/2018,X,700,4TH ST,3804,NO,50.00
M200609879,01/31/2018,X,400,MUHAMMAD ALI BLVD,2438,NO,50.00
M201609069,01/09/2018,X,500W,MARKET ST,2590,NO,0.00
M200506703,01/25/2018,X,700,4TH ST,3814,NO,0.00
M200506838,02/03/2018,X,300W,LIBRARY LOT,11,NO,0.00
M200006650,01/25/2018,PT2,S2000,STANSBURY PARK,,NO,0.00
M201108825,02/05/2018,X,300,8TH ST,212,NO,0.00
M200006512,01/19/2018,X,W300,BRANDEIS AVE,4256,NO,50.00
M201306619,01/29/2018,X,3-1900S,3RD ST,4207,NO,0.00
M200409468,03/14/2018,X,1800,4TH ST,4322,NO,0.00
M201507395,02/20/2018,NPP,3000,3RD ST,,NO,0.00
M200610248,02/13/2018,X,200,GUTHRIE ST,2077,NO,0.00
M201404400,01/03/2018,X,300S,3RD ST,2332,NO,0.00
M201108673,01/19/2018,X,500,3RD ST,2003,NO,0.00
M200209267,03/22/2018,X,500S,1ST ST,1517,NO,15.00
M200806414,02/13/2018,X,1200,STORY AVE,2942,NO,0.00
M201609467,01/24/2018,X,500S,FLOYD ST,1649,NO,0.00
M202705970,03/05/2018,X,S300,8TH ST,196,NO,0.00
M201108784,01/31/2018,X,500,4TH ST,2084,NO,0.00
M202900315,02/13/2018,97,200,BLOOM ST,,NO,0.00
M201610881,03/17/2018,X,100S,1ST ST,3011,NO,0.00
M200507202,02/24/2018,X,2200S,DUNDEE RD,4588,NO,0.00
M201404966,02/05/2018,X,100E,GRAY ST,978,NO,0.00
M200303456,01/08/2018,BT,600,1ST ST,,NO,0.00
M202401735,03/07/2018,X,600W,CEDAR ST,397,NO,0.00
M200610455,02/20/2018,X,500,JEFFERSON ST,230,NO,0.00
M201307472,03/22/2018,NPP,900,BARRET AVE,,NO,15.00
M200506257,01/06/2018,NSR,1900S,FLOYD ST,,NO,0.00
M200610548,02/22/2018,X,200,MUHAMMAD ALI BLVD,2372,NO,0.00
M200506811,02/02/2018,X,600 S,FLOYD ST,4896,NO,0.00
M200705978,01/03/2018,X,600S,4TH ST,2039,NO,0.00
M200806633,03/08/2018,X,E700,MARKET ST,2748,NO,50.00
M202803021,01/29/2018,X,500,MARKET ST,2599,NO,0.00
M201404375,01/02/2018,X,200E,CHESTNUT ST,1170,NO,50.00
M202706045,03/08/2018,X,W800,JEFFERSON ST,666,NO,50.00
M201707143,01/29/2018,X,600W,4TH ST,2038,NO,0.00
M200506511,01/18/2018,97,1800,3RD ST,,NO,0.00
M200408529,01/29/2018,97,1700,3RD ST,,NO,0.00
M200408974,02/21/2018,97,200,LEE ST,,NO,0.00
M200409181,02/28/2018,97,1800,3RD ST,,NO,0.00
M200409396,03/08/2018,97,1700,3RD ST,,NO,0.00
M200409543,03/20/2018,97,1600,3RD ST,,NO,0.00
M201507321,02/12/2018,NPP,2500,4TH ST,,NO,0.00
M201305928,01/02/2018,X,100E,MAIN ST,2656,NO,0.00
M200409093,02/26/2018,X,500,MARKET ST,2587,NO,0.00
M200007640,03/06/2018,PT2,S1800,2ND ST,,NO,0.00
M202802723,01/02/2018,NSR,1000,INDIAN LAKE DR,,NO,0.00
M201610178,02/22/2018,X,300S,5TH ST,2366,NO,0.00
M201108659,01/18/2018,X,300,MUHAMMAD ALI BLVD,2268,NO,0.00
M200007859,03/16/2018,X,S2000,4TH ST,4360,NO,25.00
M200706549,03/02/2018,PT2,w600,GARAGE - 6TH & MAIN,,NO,0.00
M200409091,02/26/2018,X,300,MAIN ST,2627,NO,0.00
M201305922,01/02/2018,X,100E,MAIN ST,3189,NO,0.00
M201306984,03/07/2018,X,100 E,GRAY ST,985,NO,50.00
M201404781,01/24/2018,X,400E,MUHAMMAD ALI BLVD,1316,NO,50.00
M201405052,02/08/2018,X,500E,MUHAMMAD ALI BLVD,1338,NO,0.00
M200806070,01/11/2018,PSW,2000,BONNYCASTLE AVE,,NO,0.00
M202401807,03/08/2018,X,200,MAIN ST,208B,NO,0.00
M201507184,01/19/2018,X,500BLOCK,HANCOCK ST,NA,NO,0.00
M200706639,03/06/2018,X,500W,JEFFERSON ST,649,NO,0.00
M200006443,01/17/2018,NP,S2200,FLOYD ST,,NO,0.00
M201608991,01/04/2018,X,300,CEDAR ST,396,NO,0.00
M201507428,02/22/2018,X,1900,4TH ST,4245,NO,0.00
M200409216,03/01/2018,78,1600,2ND ST,,NO,0.00
M200409162,02/28/2018,NPC,2200,CRITTENDEN DR,,NO,0.00
M201707258,02/03/2018,X,100W,JEFFERSON ST,2284,NO,50.00
M200706658,03/09/2018,X,600W,MAIN ST,288,NO,0.00
M201108795,02/01/2018,X,300,6TH ST,4,NO,0.00
M200408159,01/03/2018,X,600,MARKET ST,2727,YES,0.00
M201609169,01/13/2018,X,400W,MUHAMMAD ALI BLVD,2432,NO,0.00
M201610496,03/03/2018,X,400W,MUHAMMAD ALI BLVD,2424,NO,0.00
M200007628,03/06/2018,PT2,S2000,STANSBURY PARK,,NO,50.00
M200007121,02/15/2018,X,S2000,4TH ST,4356,NO,0.00
M200409438,03/09/2018,97,1700,3RD ST,,NO,0.00
M200303405,01/03/2018,PNP,1900,PRESTON ST,,NO,50.00
M200303418,01/04/2018,PNP,1900,PRESTON ST,,NO,50.00
M201608922,01/03/2018,X,500BLOCK,FLOYD ST,NA,NO,50.00
M201404378,01/02/2018,X,600S,FLOYD ST,1204,NO,0.00
M200408474,01/26/2018,78,200,LEE ST,,NO,0.00
M202401522,01/10/2018,X,S1900,3RD ST,4208,NO,0.00
M200706485,02/28/2018,X,100S,3RD ST,2552,NO,50.00
M200007338,02/21/2018,X,S100,6TH ST,594,NO,0.00
M200408168,01/03/2018,PT2,300,STANSBURY PARK,,NO,0.00
M200408325,01/19/2018,PT2,300,STANSBURY PARK,,NO,0.00
M201404386,01/02/2018,X,300E,MUHAMMAD ALI BLVD,1310,NO,0.00
M202900268,02/09/2018,X,S2000,4TH ST,4357,NO,0.00
M200705984,01/03/2018,NPP,400W,CHESTNUT ST,,NO,0.00
M200609742,01/26/2018,X,200,GUTHRIE ST,2070,NO,50.00
M200506300,01/06/2018,X,2400S,FLOYD ST,4440,NO,0.00
M200506265,01/06/2018,X,2000S,4TH ST,4335,NO,0.00
M200506223,01/04/2018,X,500 W,JEFFERSON ST,227,NO,0.00
M201608969,01/04/2018,NP,700W,JEFFERSON ST,,NO,50.00
M200506301,01/06/2018,X,2400S,FLOYD ST,4439,NO,0.00
M200610103,02/07/2018,X,700,MAGAZINE ST,4952,NO,50.00
94584151,01/12/2018,U,4.2 MM,I 64 EAST null,,NO,0.00
M201306224,01/16/2018,NP,W,WITHERSPOON ST,,NO,0.00
M200506415,01/11/2018,PSW,300,LIBRARY PL,,NO,0.00
M200706125,01/13/2018,X,100S,7TH ST,144,NO,50.00
M201609023,01/06/2018,X,500E,CHESTNUT ST,1647,NO,0.00
M200706068,01/06/2018,X,400W,JEFFERSON ST,2470,NO,50.00
M202705288,01/08/2018,X,S200,8TH ST,185,NO,50.00
M200007555,03/05/2018,X,S1700,4TH ST,4321,NO,0.00
M202401795,03/08/2018,X,100,7TH ST,103NA,NO,0.00
M200506351,01/08/2018,NPC,200 E,CHESTNUT ST,,NO,0.00
M200609505,01/09/2018,NP,600,1ST ST,,NO,0.00
M202401473,01/09/2018,NSR,S1400,4TH ST,,NO,0.00
M200506749,01/26/2018,X,2000,4TH ST,4343,NO,0.00
M201306374,01/19/2018,X,P103S,PRESTON ST,3386,NO,0.00
M200609615,01/19/2018,X,100,CHESTNUT ST,869,NO,0.00
M200408630,01/31/2018,PT2,1800,2ND ST,,NO,0.00
M200408259,01/17/2018,NP,1900,FLOYD ST,,NO,0.00
M201108711,01/23/2018,X,200,8TH ST,189,NO,0.00
M200609600,01/19/2018,NPP,300,MUHAMMAD ALI BLVD,,NO,0.00
M200408301,01/19/2018,PTZ,1400,4TH ST,,NO,0.00
M202705595,01/19/2018,X,W200,MUHAMMAD ALI BLVD,2390,NO,50.00
M200506576,01/20/2018,X,2000E,BONNYCASTLE AVE,2487,NO,0.00
M201609261,01/18/2018,NSR,     400,7TH ST,,NO,0.00
M201707056,01/19/2018,H,200S,5TH ST,,NO,0.00
M201306388,01/19/2018,X,MA408E,MAIN ST,2883,NO,0.00
M201609356,01/20/2018,X,100S,1ST ST,2775,NO,0.00
M202401485,01/09/2018,X,S2400,FLOYD ST,4438,NO,0.00
M201306036,01/08/2018,X,N,BROOK ST,3055,NO,0.00
M202705421,01/11/2018,X,W600,LIBERTY ST,680,NO,0.00
M200209287,03/22/2018,X,300E,MUHAMMAD ALI BLVD,ALI318EA,NO,0.00
M202802826,01/12/2018,NPP,1000,BARDSTOWN RD,,NO,0.00
M200806101,01/12/2018,X,E600,MARKET ST,2719,NO,0.00
M202705363,01/10/2018,PNP,2100,ROGERS ST,,NO,0.00
M200806685,03/10/2018,X,2000,4TH ST,4918,NO,0.00
M200806684,03/10/2018,X,2000,4TH ST,4376,NO,35.00
M202803100,02/05/2018,X,100,6TH ST,103,NO,0.00
M200408620,01/31/2018,NSR,1700,5TH ST,,NO,0.00
M200506611,01/20/2018,X,2000E,ALTA AVE,4504,NO,0.00
M200610422,02/19/2018,X,700,3RD ST,3776,NO,0.00
M200610442,02/19/2018,X,700,3RD ST,3771,NO,0.00
M200006526,01/22/2018,X,S600,FLOYD ST,1654,NO,50.00
M201306473,01/23/2018,X,BD2400,BARDSTOWN RD,2408,NO,0.00
M201306584,01/25/2018,X,4-2015,4TH ST,4355,NO,0.00
M200611153,03/20/2018,X,600,7TH ST,1997,NO,15.00
M202705390,01/11/2018,X,S400,7TH ST,601,NO,0.00
M201108628,01/11/2018,X,400,MUHAMMAD ALI BLVD,2414,NO,0.00
M200303486,01/11/2018,PSW,200,RIVER RD,,NO,0.00
M200706159,01/13/2018,X,300E,WASHINGTON ST,2961,NO,0.00
M201306490,01/23/2018,X,STO1209A,STORY AVE,1020,NO,0.00
M201306180,01/11/2018,X,N,1ST ST,3014,NO,0.00
M201306195,01/11/2018,NP,W,WITHERSPOON ST,,NO,0.00
M202802844,01/13/2018,X,500,HANCOCK ST,1705,NO,0.00
M200006476,01/18/2018,NPP,E500,KENTUCKY ST,,NO,0.00
M200006499,01/19/2018,X,S100,3RD ST,2554,NO,0.00
M200506659,01/23/2018,X,100,WITHERSPOON ST,3268,YES,0.00
M200007242,02/19/2018,78,W200,BLOOM ST,,NO,0.00
M201404757,01/23/2018,X,600S,FLOYD ST,1654,NO,50.00
M200506491,01/18/2018,PTZ,1500,1ST ST,,NO,0.00
M201404493,01/08/2018,X,300E,MUHAMMAD ALI BLVD,1303,NO,0.00
M201609845,02/09/2018,X,400W,LIBERTY ST,2226,NO,0.00
M201306188,01/11/2018,X,N,BROOK ST,3048,NO,50.00
M201507651,03/12/2018,NPP,2700,3RD ST,,NO,25.00
M200706153,01/13/2018,X,100S,1ST ST,2784,NO,0.00
M201609168,01/13/2018,X,400W,MUHAMMAD ALI BLVD,2424,NO,0.00
M202706202,03/19/2018,X,W400,MUHAMMAD ALI BLVD,2416,NO,0.00
M200506448,01/13/2018,X,2200S,DUNDEE RD,4579,NO,50.00
M200408608,01/31/2018,NPC,1800,FLOYD ST,,NO,0.00
M200806060,01/11/2018,X,1600,LUCIA AVE,1152,NO,0.00
M200006426,01/16/2018,X,W300,CARDINAL BLVD,4295,NO,0.00
M202802974,01/25/2018,NPP,1200,BARDSTOWN RD,,NO,0.00
M201108643,01/16/2018,X,300,MUHAMMAD ALI BLVD,2264,NO,0.00
M200408233,01/16/2018,X,500,HANCOCK ST,NA,NO,0.00
M200806277,01/31/2018,PSC,1200,BROADWAY,,NO,0.00
M202706249,03/22/2018,X,W500,JEFFERSON ST,231,NO,15.00
M201707180,01/31/2018,X,600S,3RD ST,1881,NO,50.00
M202705651,01/23/2018,X,W800,JEFFERSON ST,678,NO,0.00
M200006769,01/31/2018,X,S1900,3RD ST,4211,NO,0.00
M201707066,01/19/2018,X,700W,MAIN ST,303,NO,0.00
M202401771,03/07/2018,X,200,MAIN ST,208A,NO,50.00
M201707028,01/17/2018,NPP,400W,CHESTNUT ST,,NO,0.00
M202705481,01/17/2018,NPG,W600,JEFFERSON ST,,NO,50.00
M201507293,02/10/2018,X,500,4TH ST,2035,NO,0.00
M201707029,01/17/2018,NPP,400W,CHESTNUT ST,,NO,50.00
M201707040,01/18/2018,NPP,300W,CHESTNUT ST,,NO,0.00
M201507189,01/19/2018,X,400BLOCK,GRAY ST,NA,NO,50.00
M200705967,01/02/2018,X,200W,MUHAMMAD ALI BLVD,2249,NO,0.00
M201404379,01/02/2018,PNP,500S,FLOYD ST,,NO,0.00
M200805921,01/02/2018,X,1600,LUCIA AVE,4630,NO,0.00
M200705952,01/02/2018,X,200E,CHESTNUT ST,4920,NO,0.00
M201404426,01/03/2018,X,600S,FLOYD ST,1524,NO,0.00
M200409487,03/14/2018,PT2,2000,STANSBURY PARK,,NO,0.00
M201608950,01/03/2018,X,400BLOCK,MUHAMMAD ALI BLVD,NA,NO,0.00
M200806201,01/24/2018,X,E1200,STORY AVE,2945,NO,0.00
M200006587,01/24/2018,78,W300,BLOOM ST,,NO,0.00
M200408298,01/18/2018,PT2,1800,2ND ST,,NO,0.00
M201609274,01/19/2018,NSR,200,GRAY ST,,NO,0.00
M201307447,03/22/2018,X,P104LN,PRESTON ST,3609,NO,15.00
M202802755,01/04/2018,X,400,JEFFERSON ST,2474,NO,50.00
M201608973,01/04/2018,X,800W,JEFFERSON ST,675,NO,50.00
M200806312,02/06/2018,PTZ,2000,SPRING DR,,NO,0.00
M202900306,02/13/2018,X,1900,4TH ST,4247,NO,50.00
M201609395,01/23/2018,X,500E,CHESTNUT ST,1418,NO,0.00
M202705673,01/23/2018,X,S300,6TH ST,7,NO,0.00
M201609393,01/23/2018,NPP,600,PRESTON ST,,NO,0.00
M201611098,03/24/2018,X,500,PRESTON ST,16220,NO,15.00
M201306545,01/24/2018,X,MA-3200E,MAIN ST,3200,NO,50.00
M200507154,02/24/2018,X,2200S,DUNDEE RD,4582,NO,0.00
M201507183,01/19/2018,X,500BLOCK,JACKSON ST,NA,NO,0.00
M201707878,03/24/2018,X,300W,MAIN ST,5023,NO,15.00
M200208594,02/26/2018,PI,300E,MUHAMMAD ALI BLVD,,YES,0.00
M201609471,01/24/2018,NSR,200S,5TH ST,,NO,0.00
M200806212,01/24/2018,NSR,800,EDWARD ST,,NO,0.00
M201404796,01/24/2018,X,100E,CHESTNUT ST,917,NO,0.00
M201404436,01/05/2018,X,400E,MUHAMMAD ALI BLVD,4960,NO,0.00
M202705242,01/05/2018,NP,W700,JEFFERSON ST,,NO,0.00
M201108580,01/08/2018,X,500,FLOYD ST,1455,NO,0.00
M200007241,02/19/2018,78,W200,BLOOM ST,,NO,0.00
M200408516,01/29/2018,78,300,BLOOM ST,,NO,70.00
M200610862,03/05/2018,NPP,300,MUHAMMAD ALI BLVD,,NO,50.00
M201404476,01/08/2018,X,600S,BROOK ST,1145,NO,0.00
M201306085,01/09/2018,X,E,WASHINGTON ST,3335,NO,0.00
M202401460,01/08/2018,X,W300,CARDINAL BLVD,4289,NO,0.00
M201404984,02/06/2018,X,500S,FLOYD ST,1465,NO,0.00
M200610081,02/06/2018,X,600,4TH ST,2041,NO,0.00
M201306419,01/22/2018,X,WA203E,WASHINGTON ST,2668,NO,50.00
M200408169,01/03/2018,PT2,300,STANSBURY PARK,,NO,0.00
M200007227,02/19/2018,78,S1600,3RD ST,,NO,0.00
M202900423,02/16/2018,78,200,LEE ST,,NO,70.00
M200806034,01/09/2018,X,2000,SHERWOOD AVE,4643,NO,0.00
M201404561,01/10/2018,X,300E,CHESTNUT ST,1386,NO,0.00
M200706624,03/03/2018,X,200N,BROOK ST,3067,NO,50.00
M201707562,03/10/2018,X,200N,1ST ST,3030,NO,50.00
M201305997,01/05/2018,X,S,FLOYD ST,3091,NO,50.00
M201306604,01/29/2018,X,BR200N,BROOK ST,3063,NO,0.00
M200706507,02/28/2018,X,200W,MAIN ST,2620,NO,50.00
M200610848,03/03/2018,X,200,GUTHRIE ST,2070,NO,50.00
M201707164,01/30/2018,NPP,500W,LIBERTY ST,,NO,0.00
M200208932,03/09/2018,X,300E,CHESTNUT ST,CH306EA,NO,0.00
M200609557,01/11/2018,X,200,GUTHRIE ST,2077,NO,50.00
M200408247,01/17/2018,97,200,BLOOM ST,,NO,0.00
M201507138,01/18/2018,X,500BLOCK,HANCOCK ST,NA,NO,0.00
M200408540,01/29/2018,PT2,300,STANSBURY PARK,,NO,0.00
M200506879,02/03/2018,X,2000S,4TH ST,4345,NO,0.00
M201609154,01/12/2018,X,100S,6TH ST,90,NO,0.00
M201306065,01/08/2018,NPP,1000,BARDSTOWN RD,,NO,0.00
M200007683,03/07/2018,X,2000,HIGHLAND AVE,2471,NO,0.00
M201404403,01/03/2018,X,400S,7TH ST,598,NO,0.00
M200706773,03/15/2018,X,500W,MARKET ST,2604,NO,25.00
M200006911,02/05/2018,PT2,S1700,2ND ST,,NO,0.00
M200409528,03/20/2018,X,2000,4TH ST,4356,NO,15.00
M201507192,01/19/2018,X,400BLOCK,CHESTNUT ST,NA,NO,0.00
M201507732,03/23/2018,X,600,4TH ST,937,NO,15.00
M200303590,01/30/2018,NSR,700 S,JACKSON ST,,NO,0.00
M201507690,03/19/2018,X,500,FLOYD ST,1479,NO,15.00
M200706437,02/20/2018,X,600W,WASHINGTON ST,337,NO,0.00
M200706735,03/15/2018,X,100S,6TH ST,94,NO,0.00
M200408931,02/20/2018,PT2,1600,2ND ST,,NO,0.00
M200610269,02/13/2018,X,100,CHESTNUT ST,873,NO,0.00
M202803622,03/22/2018,X,100 S,7TH ST,135,NO,0.00
M200806595,03/06/2018,NSR,1100,EVERETT AVE,,NO,0.00
M200208769,03/05/2018,X,600S,FLOYD ST,FL605A,NO,0.00
M200209232,03/21/2018,X,600S,FLOYD ST,FL607B,NO,15.00
M200208495,02/22/2018,X,100 N,PRESTON ST,P101,NO,0.00
M202705224,01/04/2018,NPP,W400,LIBERTY ST,,NO,0.00
M201609027,01/06/2018,X,500,PRESTON ST,1616,NO,0.00
M202401382,01/04/2018,X,S100,7TH ST,145,NO,0.00
M200706033,01/06/2018,X,500S,HANCOCK ST,1703,NO,0.00
M202705276,01/05/2018,X,W2000,DUNDEE RD,4589,NO,0.00
M201507105,01/08/2018,X,1900,BONNYCASTLE AVE,BO1905,NO,0.00
M200706984,03/23/2018,X,100W,MAIN ST,2662,NO,0.00
M202705201,01/02/2018,PI,W600,JEFFERSON ST,,NO,0.00
M201306328,01/18/2018,PT2,800E,MARKET ST,,NO,0.00
M200007767,03/12/2018,PTZ,S1300,2ND ST,,NO,25.00
M201609342,01/20/2018,NSR,200W,MUHAMMAD ALI BLVD,,NO,0.00
M202802897,01/19/2018,NPP,600,BAXTER AVE,,NO,0.00
M200506559,01/19/2018,PSW,2800,4TH ST,,NO,0.00
M202802917,01/20/2018,X,2000,4TH ST,4344,NO,0.00
M202803001,01/27/2018,NSR,1900,FLOYD ST,,NO,0.00
M200208464,01/16/2018,X,W400,MAIN ST,2637,NO,50.00
M200208897,03/08/2018,NPP,600S,PRESTON ST,,NO,50.00
M200806731,03/14/2018,NSR,900,CHEROKEE RD,,NO,0.00
M201609009,01/05/2018,X,200W,GUTHRIE ST,2078,NO,0.00
M200006461,01/18/2018,X,W400,MARKET ST,2577,NO,0.00
M200506560,01/20/2018,X,600E,MARKET ST,2711,NO,0.00
M201610620,03/10/2018,X,300W,MUHAMMAD ALI BLVD,2262,NO,0.00
M200706817,03/16/2018,HO,600w,MAIN ST,,NO,0.00
M202401537,01/10/2018,78,S1700,4TH ST,,NO,0.00
M201306121,01/10/2018,NSR,800W,MAIN ST,,NO,0.00
M201404407,01/03/2018,X,400S,6TH ST,469,NO,50.00
M201608891,01/02/2018,X,600W,LIBERTY ST,692,NO,50.00
M202401344,01/02/2018,X,W400,MAIN ST,2638,NO,0.00
M200006470,01/18/2018,HO,S100,6TH ST,,NO,0.00
M202803621,03/22/2018,NP,600 W,MAIN ST,,NO,0.00
M202401357,01/03/2018,X,S100,5TH ST,66,NO,0.00
M200408866,02/16/2018,NSR,400,BLOOM ST,,NO,0.00
M200007569,03/05/2018,78,W400,BLOOM ST,,NO,0.00
M200409446,03/09/2018,78,400,BLOOM ST,,NO,0.00
M201306089,01/09/2018,X,N,1ST ST,3023,NO,0.00
M200706095,01/09/2018,X,100E,MAIN ST,3188,NO,0.00
M202401486,01/09/2018,NP,S2200,FLOYD ST,,NO,0.00
M200806769,03/19/2018,PD,S1900,FLOYD ST,,NO,15.00
M201306286,01/17/2018,X,W,JEFFERSON ST,436,NO,0.00
M202705493,01/17/2018,X,S300,8TH ST,210,NO,0.00
M202706066,03/08/2018,X,W400,MUHAMMAD ALI BLVD,2416,NO,0.00
M200409365,03/07/2018,78,300,BLOOM ST,,NO,0.00
M201305955,01/03/2018,X,S,1ST ST,2778,NO,0.00
M200408163,01/03/2018,X,1100,STORY AVE,2947,NO,0.00
M201404411,01/03/2018,X,800S,LIBERTY ST,729,NO,50.00
M202401363,01/03/2018,X,W600,MAIN ST,274,NO,0.00
M201305925,01/02/2018,PNP,100E,WASHINGTON ST,,NO,0.00
M200805996,01/06/2018,X,2000,4TH ST,4359,NO,0.00
M201404531,01/09/2018,X,100N,1ST ST,3040,NO,0.00
M200506619,01/20/2018,X,2200S,DUNDEE RD,4579,NO,0.00
M201404778,01/24/2018,X,200E,MUHAMMAD ALI BLVD,4938,NO,50.00
M200006588,01/24/2018,78,W200,BLOOM ST,,YES,0.00
M200006614,01/24/2018,X,S2000,4TH ST,4351,NO,0.00
M201404826,01/26/2018,X,600S,BROOK ST,1126,NO,0.00
M200006980,02/08/2018,X,W400,MAIN ST,2654,NO,0.00
M201610916,03/17/2018,X,400W,MAIN ST,2652,NO,0.00
M200706004,01/04/2018,X,400E,CHESTNUT ST,1404,NO,0.00
M200805957,01/05/2018,NSR,1600,EDENSIDE AVE,,NO,0.00
M201609030,01/06/2018,X,200W,MUHAMMAD ALI BLVD,2382,NO,50.00
M200506282,01/06/2018,X,1500E,HIGHLAND AVE,4609,NO,0.00
M200506302,01/06/2018,X,2400S,FLOYD ST,4436,NO,0.00
M200208430,01/02/2018,NPP,2800,4TH ST,,NO,0.00
M201608910,01/02/2018,X,400W,LIBERTY ST,2246,NO,0.00
M201608919,01/02/2018,X,400W,LIBERTY ST,2243,NO,0.00
M201305959,01/03/2018,X,E,WITHERSPOON ST,3353,NO,0.00
M201608928,01/03/2018,X,400BLOCK,PRESTON ST,P405,NO,0.00
M200609526,01/10/2018,X,600,BROADWAY,3493,YES,0.00
M200408220,01/09/2018,X,500BLOCK,HANCOCK ST,NA,NO,0.00
M201404494,01/08/2018,X,300E,MUHAMMAD ALI BLVD,1315,NO,0.00
M201306144,01/10/2018,X,W,MAIN ST,2646,NO,0.00
M200610057,02/06/2018,X,600,1ST ST,1008,NO,0.00
M201609096,01/10/2018,NPP,609S,PRESTON ST,,NO,0.00
M201404601,01/16/2018,X,600S,FLOYD ST,4897,NO,50.00
M200706034,01/06/2018,X,500S,JACKSON ST,1565,NO,0.00
M200706425,02/16/2018,X,600W,MAIN ST,274,NO,50.00
M200610240,02/09/2018,X,600,3RD ST,1886,NO,0.00
M201305995,01/05/2018,X,E,MAIN ST,3178,NO,0.00
M202705583,01/19/2018,X,E600,MARKET ST,2719,NO,0.00
M201306012,01/05/2018,X,E,MAIN ST,3183,NO,0.00
M200506247,01/05/2018,X,300W,MUHAMMAD ALI BLVD,2256,NO,0.00
M202802796,01/10/2018,X,600W,JEFFERSON ST,416,NO,50.00
M201307055,03/09/2018,H,600W,JEFFERSON ST,,NO,135.00
M200609521,01/10/2018,X,400,MUHAMMAD ALI BLVD,2436,NO,0.00
M202401513,01/10/2018,PSW,2400,MOUNT CLAIRE AVE,,NO,0.00
M201609119,01/10/2018,NPP,1200,BARDSTOWN RD,,NO,0.00
M202705377,01/11/2018,X,W700,JEFFERSON ST,437,NO,50.00
